C0000005	[0, 1]
C0000103	[0, 1, 2, 3, 4]
C0000176	[0, 1, 2]
C0000194	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
C0000232	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]
C0000248	[0, 1, 2, 3, 5, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25, 13, 4, 6, 7, 8, 9, 11, 12, 23, 24]
C0000287	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
C0000368	[0, 1, 2, 3, 4, 5, 6]
C0000665	[0, 2, 3, 4, 9, 11, 12, 16, 19, 28, 29, 6, 7, 15, 18, 34, 1, 8, 5, 10, 13, 14, 17, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 33, 35, 36, 37]
C0000666	[0]
C0000954	[0]
C0000983	[0, 5, 19, 20, 33, 53, 62, 26, 28, 29, 31, 37, 45, 60, 63, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 30, 32, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 61, 64, 65, 66, 67, 68, 69]
C0000987	[0, 1]
C0001017	[0, 3, 6, 8, 1, 2, 4, 5, 7, 9]
C0001185	[0, 1, 2, 5, 6, 10, 12, 13, 16, 17, 18, 19, 20, 7, 9, 3, 4, 8, 11, 14, 15]
C0001187	[0, 1, 3, 11, 12, 27, 16, 2, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29]
C0001204	[0, 1, 2, 4, 7, 13, 18, 20, 21, 22, 23, 24, 3, 8, 10, 5, 6, 9, 11, 12, 14, 15, 16, 17, 19]
C0001595	[0, 1, 2, 3]
C0001730	[0, 2, 3, 4, 5, 6, 1]
C0001771	[0, 6, 8, 9, 5, 12, 14, 16, 1, 2, 3, 4, 7, 10, 11, 13, 15, 17]
C0001933	[0, 1, 2, 5, 8, 9, 10, 13, 14, 15, 7, 12, 3, 4, 6, 11]
C0002244	[0, 1]
C0002308	[0, 1]
