C0000052	['1,4-alpha-Glucan Branching Enzyme']
C0014242	['Endorphins']
C0014254	[]
C0014290	[]
C0014294	['Enkephalin, Leucine']
C0014295	['Methionine Enkephalin']
C0014298	[]
C0014314	['Enoyl-CoA Hydratase']
C0014360	[]
C0014361	[]
C0014366	['ENTEROPEPTIDASE']
C0014436	[]
C0014442	['Enzymes']
C0014444	[]
C0014483	['Epiandrosterone']
C0014559	[]
C0014563	['epinephrine']
C0014587	[]
C0014594	[]
C0014628	['Epoxide hydrolase']
C0014640	[]
C0014641	[]
C0014642	['epsilon-Globins']
C0014652	[]
C0014654	[]
C0014695	['ergocalciferol']
C0014696	[]
C0014705	[]
C0014707	['ergot alkaloids']
C0014712	[]
C0014713	['ergothioneine']
C0014723	[]
C0014730	[]
C0014757	['erythritol']
C0014764	[]
C0014771	[]
C0014822	['Erythropoietin']
C0014894	['Esterases']
C0014899	['estetrol']
C0014912	['estradiol']
C0014913	[]
C0014914	['Estradiol 17 beta-Dehydrogenase']
C0014917	[]
C0014919	[]
C0014927	['estriol']
C0014932	[]
C0014933	[]
C0014938	['estrogens, conjugated (USP)']
C0014939	['estrogens']
C0014940	[]
C0014942	['estrone']
C0014978	['Ethanolamine Ammonia-Lyase']
C0014982	['Ethanolaminephosphotransferase']
C0015011	['ethinyl estradiol']
C0015025	['ethisterone']
C0015099	['ethylestrenol']
C0015110	[]
C0015124	['Etiocholanolone']
C0015128	[]
C0015145	[]
C0015156	[]
C0015278	['Glucan 1,4-alpha-Glucosidase']
C0015279	[]
C0015280	[]
C0015284	['exodeoxyribonuclease']
C0015290	[]
C0015292	[]
C0015295	['Exons']
C0015296	['Exonuclease']
C0015297	[]
C0015301	['Exoribonucleases']
C0015387	[]
C0015435	['F Factor']
C0015437	[]
C0015440	[]
C0015445	[]
C0015491	['factor IX']
C0015494	['Factor IXa']
C0015498	['Factor V']
C0015501	[]
C0015502	['factor VII']
C0015505	['factor VIIa']
C0015506	['factor VIII']
C0015514	[]
C0015518	['factor X']
C0015520	['Factor Xa']
C0015522	['Factor XI']
C0015524	[]
C0015525	['Factor XII']
C0015527	['Factor XIIa']
C0015528	['factor XIII']
C0015533	['Factor XIIIa']
C0015540	['flavin-adenine dinucleotide']
C0015680	['Fatty Acid Desaturases']
C0015683	['Fatty-acid synthase']
C0015687	[]
C0015689	['omega-3 fatty acids']
C0015691	[]
C0015725	[]
C0015774	[]
C0015775	[]
C0015785	[]
C0015855	[]
C0015856	[]
C0015857	['Ferredoxin-NADP Reductase']
C0015858	['Ferredoxin']
C0015861	[]
C0015870	[]
C0015874	[]
C0015876	[]
C0015877	[]
C0015879	['Ferritin']
C0015880	['FERROCHELATASE']
C0015891	[]
C0015933	[]
C0015936	['Fetal Hemoglobin']
C0015950	[]
C0015980	['interferon-beta']
C0015982	['Fibrin']
C0016006	['fibrinogen']
C0016011	[]
C0016013	[]
C0016016	['plasmin']
C0016022	[]
C0016023	[]
C0016026	['Fibroblast Growth Factor']
C0016042	[]
C0016055	['Fibronectins']
C0016069	[]
C0016072	['ficusin']
C0016096	[]
C0016097	[]
C0016099	[]
C0016136	[]
C0016156	[]
C0016161	['Fish Venoms']
C0016194	[]
C0016217	['Flavodoxin']
C0016220	[]
C0016223	[]
C0016280	['fludrocortisone']
C0016294	['flumethasone']
C0016330	['fluorine']
C0016366	['fluoxymesterone']
C0016369	['fluprednisolone']
C0016374	['flurandrenolide']
C0016388	["riboflavin 5'-phosphate"]
C0016410	['folic acid']
C0016567	['Arylformamidase']
C0016570	['Formate dehydrogenase']
C0016597	['Formate-Tetrahydrofolate Ligase']
C0016598	[]
C0016602	[]
C0016603	[]
C0016712	["Freund's Adjuvant"]
C0016726	[]
C0016744	[]
C0016749	['Fructose 1-Phosphate Aldolase']
C0016755	['Fructose-1,6-Bisphosphatase']
C0016762	['Fructosediphosphate Aldolase']
C0016764	[]
C0016766	['Fructuronate Reductase']
C0016774	[]
C0016787	['Fucosidase']
C0016789	[]
C0016790	['Fucosyltransferase']
C0016799	['Fumarate Hydratase']
C0016831	[]
C0016876	[]
C0016890	[]
C0016895	['Ganglioside GM1']
C0016896	[]
C0016897	[]
C0016923	[]
C0016937	['GALACTOKINASE']
C0016943	[]
C0016944	[]
C0016945	['galactose']
C0016947	[]
C0016948	['Galactose Oxidase']
C0016953	['UTP-Hexose-1-Phosphate Uridylyltransferase']
C0016955	['Galactosidase']
C0016957	['GALACTOSYLCERAMIDASE']
C0016960	[]
C0016964	['Galactosyltransferases']
C0017007	['Gamma globulin']
C0017016	[]
C0017017	[]
C0017018	[]
C0017019	['gamma-Actin']
C0017027	[]
C0017029	[]
C0017030	[]
C0017032	[]
C0017033	[]
C0017037	['Glutamate-Cysteine Ligase']
C0017039	['gamma-Glutamylcyclotransferase']
C0017040	['Gamma-glutamyl transferase']
C0017046	[]
C0017048	[]
C0017050	[]
C0017051	[]
C0017054	['.gamma.-tocopherol']
C0017055	['gamma-Tropomyosin']
C0017056	['gamma-Tubulin']
C0017057	[]
C0017058	[]
C0017059	[]
C0017132	['Gastric Inhibitory Polypeptide']
C0017135	['gastric mucins']
C0017151	['Gastrins']
C0017182	['Gastrointestinal Hormones']
C0017215	[]
C0017222	[]
C0017278	['Gene Products, env']
C0017279	[]
C0017280	[]
C0017281	[]
C0017282	[]
C0017485	[]
C0017486	[]
C0017505	['gestonorone caproate']
C0017507	['gestrinone']
C0017538	[]
C0017622	[]
C0017626	['Glial Fibrillary Acidic Protein']
C0017645	['Globin']
C0017647	[]
C0017649	['Globulins']
C0017687	['glucagon']
C0017695	[]
C0017700	[]
C0017701	[]
C0017710	['Glucocorticoids']
C0017713	['Glucokinase']
C0017714	['Gluconates']
C0017723	[]
C0017724	[]
C0017725	['glucose']
C0017730	['Glucose Dehydrogenases']
C0017735	['glucose oxidase']
C0017739	[]
C0017742	['Glucose Transporter']
C0017743	[]
C0017755	['GLUCOSE-6-PHOSPHATASE']
C0017757	['Glucosephosphate Dehydrogenase']
C0017759	['Glucosephosphate Isomerase']
C0017760	['UTP-Glucose-1-Phosphate Uridylyltransferase']
C0017764	['GLUCOSIDASE']
C0017768	['GLUCOSYLCERAMIDASE']
C0017770	['Glucosylceramides']
C0017772	['Glucosyltransferases']
C0017776	['Beta-glucuronidase']
C0017781	[]
C0017785	['Glutamate Decarboxylase']
C0017786	['Glutamate Dehydrogenase']
C0017787	['Glutamate Synthase']
C0017796	['Glutaminase']
C0017797	['glutamine']
C0017801	['Glutamate-Ammonia Ligase']
C0017811	['Glutamate-tRNA Ligase']
C0017817	['glutathione']
C0017822	['GLUTATHIONE PEROXIDASE']
C0017824	['Glutathione Reductase']
C0017829	['Glutathione S Transferase 3']
C0017830	[]
C0017831	[]
C0017832	[]
C0017833	['Glutathione S-Transferase P']
C0017834	['GLUTATHIONE SYNTHASE']
C0017835	[]
C0017836	[]
C0017837	['Glutathione S-Transferase']
C0017853	['Hemoglobin, Glycosylated']
C0017855	[]
C0017857	['Glyceraldehyde-3-Phosphate Dehydrogenases']
C0017861	['glycerin']
C0017868	['Glycerol Kinase']
C0017871	[]
C0017874	['Glycerol-3-phosphate acyltransferase']
C0017875	['Glycerol-3-Phosphate Dehydrogenase']
C0017889	['glycerylphosphorylcholine']
C0017890	['glycine']
C0017909	[]
C0017911	['glycogen']
C0017915	['Glycogen Debranching Enzyme System']
C0017916	['Phosphorylases']
C0017932	['Glycogen (Starch) Synthase']
C0017933	[]
C0017950	[]
C0017954	['Glycophorin']
C0017955	['Glycophorin A']
C0017956	[]
C0017957	['Glycophorin B']
C0017958	['Glycophorin C']
C0017959	[]
C0017960	[]
C0017963	['glycoprotein hormones, alpha subunit']
C0017966	[]
C0017968	['Glycoproteins']
C0017973	['Glycosaminoglycans']
C0017976	['Glycoside Hydrolases']
C0017983	['Glycine-tRNA Ligase']
C0017984	['glycylglycine']
C0018061	['Gonadotropins']
C0018062	['chorionic gonadotropin']
C0018064	['Equine Gonadotropins']
C0018066	['Pituitary Gonadotropins']
C0018181	[]
C0018282	[]
C0018284	['Growth Factor']
C0018293	['GTP Cyclohydrolase']
C0018296	['Guanosine Triphosphate Phosphohydrolases']
C0018324	['GUANINE DEAMINASE']
C0018338	['Cyclic GMP']
C0018340	['Guanosine Diphosphate']
C0018341	[]
C0018342	[]
C0018343	[]
C0018346	['Guanosine Monophosphate']
C0018348	[]
C0018352	[]
C0018358	['Guanylate Cyclase']
C0018364	['Ribonuclease T1']
C0018366	[]
C0018437	['Proton-Translocating ATPases']
C0018440	['Proton Pump']
C0018442	[]
C0018449	['H-Y Antigen']
C0018473	[]
C0018491	[]
C0018593	[]
C0018594	['Haptocorrin']
C0018595	['Haptoglobins']
C0018631	[]
C0018648	[]
C0018649	[]
C0018664	['CGA protein, human']
C0018667	[]
C0018668	[]
C0018847	['Heat Shock Protein 27']
C0018850	['Heat shock proteins']
C0018855	[]
C0018887	[]
C0018909	['Hemagglutinin']
C0018911	[]
C0018927	['Hematin']
C0018959	['hematoporphyrin']
C0018961	[]
C0018966	['Heme']
C0018969	['Heme Oxygenase (Decyclizing)']
C0018972	[]
C0018974	[]
C0018976	['Hemerythrin']
C0018988	['hemin']
C0018999	['Hemocyanin']
C0019003	[]
C0019016	['Hemoglobin A']
C0019018	['Glycosylated hemoglobin A']
C0019019	['Hemoglobin A2']
C0019020	['Hemoglobin C']
C0019024	['Hemoglobin E']
C0019026	['Hemoglobin H']
C0019028	['Hemoglobin J']
C0019030	['Hemoglobin M']
C0019035	['Hemoglobin SS']
C0019041	[]
C0019042	['Hemoglobin, Glycated A1b']
C0019043	['Hemoglobin, Sickle']
C0019046	['Hemoglobin']
C0019047	['Abnormal Hemoglobins']
C0019052	[]
C0019053	['Hemolysin']
C0019067	['Hemopexin']
C0019113	['Hemosiderin']
C0019134	['heparin']
C0019137	['Heparin Cofactor II']
C0019143	[]
C0019161	[]
C0019164	['Hepatitis B Antibodies']
C0019165	['Hepatitis B Antigens']
C0019166	['Hepatitis B Core Antigen']
C0019167	['Hepatitis B e Antigens']
C0019168	['Hepatitis B Surface Antigens']
C0019178	[]
C0019353	[]
C0019392	['hesperidin']
C0019467	['Hexestrol']
C0019472	['HEXOKINASE']
C0019473	[]
C0019475	['Hexokinase 2']
C0019477	['Hexosamine']
C0019481	['Hexosaminidase B']
C0019484	['Hexosaminidases']
C0019487	['Hexose Transporter']
C0019492	['UDPglucose-Hexose-1-Phosphate Uridylyltransferase']
C0019495	['hexosyltransferase']
C0019534	[]
C0019536	['High-Molecular-Weight Kininogen protein']
C0019551	[]
C0019573	['hirudin']
C0019587	['Amine Oxidase (Copper-Containing)']
C0019588	['histamine']
C0019596	['Histamine N-Methyltransferase']
C0019601	['Histidine Ammonia-Lyase']
C0019602	['histidine']
C0019605	['Histidine Decarboxylase']
C0019607	[]
C0019609	['Histidinol-Phosphatase']
C0019611	['Histidine-tRNA Ligase']
C0019628	['Histocompatibility Antigens']
C0019629	['Histocompatibility Antigens Class I']
C0019630	['Histocompatibility Antigens Class II']
C0019643	['Histone Deacetylase']
C0019644	['Histone H1']
C0019645	[]
C0019646	['Histone H2a']
C0019647	['Histone H3']
C0019648	['Histone H4']
C0019649	[]
C0019650	[]
C0019651	[]
C0019652	['Histones']
C0019654	['histoplasmin']
C0019683	['HIV Antibodies']
C0019691	[]
C0019692	['HIV Envelope Protein gp41']
C0019695	[]
C0019721	['HLA Antigens']
C0019728	['HLA-A Antigens']
C0019731	['HLA-A1 Antigen']
C0019733	['HLA-A2 Antigen']
C0019735	['HLA-A3 Antigen']
C0019737	['HLA-B Antigens']
C0019740	['HLA-B27 Antigen']
C0019742	['HLA-B35 Antigen']
C0019744	['HLA-B7 Antigen']
C0019746	['HLA-B8 Antigen']
C0019751	['HLA-C Antigens']
C0019754	['HLA-D Antigens']
C0019759	['HLA-DP Antigens']
C0019761	['HLA-DQ Antigens']
C0019763	['HLA-DR alpha-Chains']
C0019764	['HLA-DR Antigens']
C0019765	['HLA-DR beta Ag']
C0019768	[]
C0019770	[]
C0019772	['HLA-DR3 Antigen']
C0019774	['HLA-DR4 Antigen']
C0019776	['HLA-DR5 Antigen']
C0019778	['HLA-DR6 Antigen']
C0019780	[]
C0019796	['HMGB1 Protein']
C0019797	['HMGN1 Protein']
C0019799	['HMGN2 Protein']
C0019800	['HMGB2 Protein']
C0019821	[]
C0019822	[]
C0019847	[]
C0019849	[]
C0019878	['homocysteine']
C0019879	['Homocystine']
C0019881	['Homogentisic Acid']
C0019892	[]
C0019895	['Homoserine Dehydrogenase']
C0019903	['Homovanillic Acid']
C0019929	['Hormone Receptor']
C0019932	['Hormones']
C0019933	[]
C0019935	[]
C0019941	['Horseradish Peroxidase']
C0019942	[]
C0019943	[]
C0020063	['PTH protein, human']
C0020080	[]
C0020081	[]
C0020095	['HTLV-I Antibodies']
C0020096	[]
C0020100	[]
C0020101	[]
C0020135	[]
C0020171	['Humulin insulin']
C0020172	['Humulin S']
C0020196	['hyaluronic acid']
C0020197	['hyaluronidase']
C0020239	[]
C0020268	['hydrocortisone']
C0020284	['Hydrogenase']
C0020289	['Hydrolase']
C0020299	[]
C0020316	['hydroxocobalamin']
C0020331	['3-Hydroxybutyrate Dehydrogenase']
C0020332	[]
C0020337	['Hydroxycholecalciferols']
C0020343	[]
C0020349	['Hydroxyeicosatetraenoic Acids']
C0020350	['hydroxyestrones']
C0020354	[]
C0020364	['Mixed Function Oxygenases']
C0020374	['Hydroxymethylglutaryl-CoA reductase']
C0020375	['Hydroxymethylglutaryl-CoA Synthase']
C0020387	['Hydroxyprogesterones']
C0020388	['hydroxyproline']
C0020390	[]
C0020392	[]
C0020618	[]
C0020656	['Hypothalamic Hormones']
C0020660	['Hypothalamic Releasing Factor']
C0020684	[]
C0020687	['Hypoxanthine Phosphoribosyltransferase']
C0020731	[]
C0020737	[]
C0020809	['L-Iditol 2-Dehydrogenase']
C0020814	['Iduronate Sulfatase']
C0020818	['L-Iduronidase']
C0020835	['immunoglobulin A']
C0020838	['Secretory Immunoglobulin A']
C0020840	[]
C0020841	[]
C0020843	['Immunoglobulin D']
C0020844	['IgD1']
C0020845	['IgD2']
C0020846	['Immunoglobulin E']
C0020852	['immunoglobulin G']
C0020853	[]
C0020854	[]
C0020855	['Immunoglobulin IgG1']
C0020856	['Immunoglobulin IgG2']
C0020857	['IgG2A']
C0020858	['IgG2B']
C0020859	['Immunoglobulin IgG3']
C0020860	['Immunoglobulin IgG4']
C0020861	['Immunoglobulin M']
C0020862	[]
C0020863	[]
C0020884	[]
C0020954	[]
C0020960	['Immune Sera']
C0021006	[]
C0021008	[]
C0021009	[]
C0021010	[]
C0021011	[]
C0021012	[]
C0021013	[]
C0021016	[]
C0021017	[]
C0021018	[]
C0021021	[]
C0021024	['Complementarity Determining Regions']
C0021027	['Immunoglobulins']
C0021028	[]
C0021029	[]
C0021030	[]
C0021031	['Fab Immunoglobulins']
C0021032	[]
C0021033	[]
C0021034	['Immunoglobulin Heavy Chains']
C0021035	['Immunoglobulin J-Chains']
C0021036	['Immunoglobulin kappa-Chains']
C0021037	['Immunoglobulin lambda-Chains']
C0021038	['Immunoglobulin Light Chains']
C0021040	['Immunoglobulin mu-Chains']
C0021054	['Immunologic Factors']
C0021072	[]
C0021081	['Immunosuppressive Agents']
C0021084	[]
C0021088	['IMP Dehydrogenase']
C0021210	['Indican']
C0021237	['Indole-3-Glycerol-Phosphate Synthase']
C0021403	['Influenza virus vaccine']
C0021404	[]
C0021463	['INHIBIN']
C0021531	[]
C0021532	['Inosine Diphosphate']
C0021533	['Inosine Monophosphate']
C0021540	['Inosine Triphosphate']
C0021547	['inositol']
C0021549	['Inositol 1,4,5-Trisphosphate']
C0021557	['myo-Inositol-1-Phosphate Synthase']
C0021571	[]
C0021641	['Insulin']
C0021642	[]
C0021644	['Insulin Antibodies']
C0021658	['insulin isophane']
C0021659	['Lente Insulin']
C0021663	['Insulin, Prompt Zinc']
C0021665	['Insulin-Like Growth Factor I']
C0021666	['insulin-like growth factor 2']
C0021669	['Insulinase']
C0021701	['Integrins']
C0021734	['interferon alfa-2a']
C0021735	['interferon alfa-2b']
C0021741	['interferon gamma-1b']
C0021742	['Interferon Inducers']
C0021743	[]
C0021745	['interferon type II']
C0021747	['Interferons']
C0021753	['interleukin-1, beta']
C0021755	['Interleukin-1']
C0021756	['Interleukin-2']
C0021757	['interleukin-3']
C0021758	['interleukin-4']
C0021759	['interleukin-5']
C0021760	['interleukin-6']
C0021761	['interleukin-7']
C0021762	['CD122 Antigens']
C0021764	['Interleukins']
C0021769	['Intermediate Filament Proteins']
C0021835	[]
C0021918	['intrinsic factor']
C0021920	['Introns']
C0021946	[]
C0021965	['Iodide Peroxidase']
C0021968	['iodine']
C0021994	[]
C0021995	[]
C0021996	['Monoiodotyrosine']
C0022009	['Ion Channel']
C0022030	[]
C0022091	['Iron Superoxide Dismutase']
C0022095	[]
C0022140	[]
C0022141	[]
C0022142	[]
C0022143	['Isoamylase']
C0022144	[]
C0022145	[]
C0022157	['Isocitrate Dehydrogenase (NAD+)']
C0022159	['Isocitrate Lyase']
C0022165	[]
C0022173	[]
C0022182	[]
C0022185	['Isohemagglutinins']
C0022192	['isoleucine']
C0022194	['Isoleucine-tRNA Ligase']
C0022200	[]
C0022202	['Isomerase']
C0022204	[]
C0022222	[]
C0022247	[]
C0022263	[]
C0022439	[]
C0022453	[]
C0022454	[]
C0022458	[]
C0022474	[]
C0022478	['kininogenase']
C0022479	[]
C0022480	[]
C0022483	[]
C0022511	[]
C0022512	[]
C0022513	[]
C0022514	[]
C0022515	[]
C0022528	[]
C0022563	[]
C0022621	['Oxo-Acid-Lyases']
C0022626	['Ketoglutarate Dehydrogenase Complex']
C0022628	[]
C0022631	['Ketone Bodies']
C0022632	[]
C0022703	[]
C0022709	['Peptidyl-Dipeptidase A']
C0022713	[]
C0022714	[]
C0022785	[]
C0022814	[]
C0022818	['Kynurenine']
C0022851	[]
C0022855	[]
C0022896	[]
C0022910	[]
C0022912	[]
C0022917	['Lactate Dehydrogenase']
C0022918	['lactate dehydrogenase B']
C0022920	[]
C0022922	[]
C0022923	[]
C0022942	['lactoferrin']
C0022945	['Lactoglobulins']
C0022948	['lactoperoxidase']
C0022949	['lactose']
C0022950	[]
C0022952	['Lactose Synthase']
C0022956	['Lactoylglutathione Lyase']
C0022969	[]
C0022970	[]
C0022971	[]
C0022984	['Laminin']
C0022985	['Laminin M']
C0023025	['lanosterol']
C0023043	[]
C0023101	[]
C0023127	[]
C0023137	['Laurates']
C0023139	['lauric acid']
C0023158	['Lymphocyte antigen']
C0023165	['lactate dehydrogenase 1']
C0023169	[]
C0023170	[]
C0023194	['Phosphatidylcholine-Sterol O-Acyltransferase']
C0023204	[]
C0023206	['Lectin']
C0023215	[]
C0023235	[]
C0023236	[]
C0023324	[]
C0023341	[]
C0023383	[]
C0023395	['CD11c Antigens']
C0023401	['leucine']
C0023402	['Leucine Aminopeptidase']
C0023413	['leucovorin']
C0023414	['Leucine-tRNA Ligase']
C0023503	[]
C0023504	[]
C0023513	[]
C0023519	[]
C0023542	[]
C0023544	['Leukotriene D4']
C0023545	[]
C0023546	['Leukotriene B4']
C0023547	['Leukotrienes C']
C0023548	['Leukotrienes D']
C0023549	[]
C0023551	[]
C0023566	['levonorgestrel']
C0023570	['levodopa']
C0023607	['luteinizing hormone']
C0023610	['gonadorelin']
C0023689	['Ligase']
C0023705	[]
C0023749	['linoleic acid']
C0023752	[]
C0023764	['lipase']
C0023767	[]
C0023783	['DIHYDROLIPOAMIDE DEHYDROGENASE']
C0023784	[]
C0023785	[]
C0023789	[]
C0023791	['thioctic acid']
C0023814	[]
C0023816	['LIPOPROTEIN LIPASE']
C0023818	[]
C0023819	[]
C0023820	['Lipoproteins']
C0023821	['High Density Lipoproteins']
C0023822	['High Density Lipoprotein Cholesterol']
C0023823	['Low-Density Lipoproteins']
C0023824	['LDL Cholesterol Lipoproteins']
C0023825	['Very low density lipoprotein']
C0023826	['Very low density lipoprotein cholesterol']
C0023830	['Lipotropic factor']
C0023831	['lipotropic agents']
C0023832	['beta-Lipotropin']
C0023835	[]
C0023836	[]
C0023837	['Lipoxygenase']
C0023872	[]
C0023873	[]
C0023875	['Lithocholic Acid']
C0023902	[]
C0023922	['Kininogen, Low-Molecular-Weight protein']
C0023979	['Long-Acting Thyroid Stimulator']
C0024075	['Luciferases']
C0024076	[]
C0024099	[]
C0024157	[]
C0024158	[]
C0024169	[]
C0024188	['Lyase']
C0024284	[]
C0024297	['Lymphokines']
C0024320	['Tumor Necrosis Factor-Beta']
C0024321	['lynestrenol']
C0024328	['lypressin']
C0024339	['lysine acetate']
C0024340	['lysine hydrochloride']
C0024341	['Procollagen-Lysine, 2-Oxoglutarate 5-Dioxygenase']
C0024353	['1-Acylglycerophosphocholine O-Acyltransferase']
C0024361	['Lysophospholipase']
C0024362	[]
C0024363	['Lysophospholipase A1']
C0024364	[]
C0024365	[]
C0024370	['Lysostaphin']
C0024375	['Protein-Lysine 6-Oxidase']
C0024376	['Lysine-tRNA Ligase']
C0024388	[]
C0024395	['Lactic acid dehydrogenase isoenzyme 5']
C0024420	[]
C0024429	['Migration Inhibitory Factor']
C0024467	['magnesium']
C0024468	[]
C0024471	[]
C0024481	[]
C0024510	[]
C0024511	[]
C0024512	[]
C0024544	['Malate Dehydrogenase']
C0024545	['Malate Synthase']
C0024643	['malondialdehyde']
C0024645	[]
C0024706	['manganese']
C0024707	['Manganese Catalase']
C0024708	['Manganese Superoxide Dismutase']
C0024731	['Mannitol Dehydrogenase']
C0024744	['Mannose-6-Phosphate Isomerase']
C0024746	['Mannosidase']
C0024750	[]
C0024772	[]
C0024773	['Microtubule-Associated Protein 2']
C0024945	[]
C0025008	[]
C0025010	['Measles Vaccine']
C0025145	['medrogestone']
C0025147	['medroxyprogesterone']
C0025159	[]
C0025175	['megestrol']
C0025196	[]
C0025219	['melatonin']
C0025223	['melengestrol acetate']
C0025234	[]
C0025248	[]
C0025250	['Neprilysin']
C0025252	[]
C0025270	['vitamin K3']
C0025273	[]
C0025325	[]
C0025326	['Menotropins']
C0025494	[]
C0025543	['Metalloproteases']
C0025544	[]
C0025545	[]
C0025546	[]
C0025547	[]
C0025548	[]
C0025549	['Metallothionein II']
C0025550	[]
C0025562	['Metanephrine']
C0025615	['methandriol']
C0025616	['methandrostenolone']
C0025635	['Methemoglobin']
C0025636	['Methemoglobin Reductase']
C0025639	['methenolone']
C0025646	['methionine']
C0025647	['METHIONINE ADENOSYLTRANSFERASE']
C0025652	[]
C0025653	['Methionine-tRNA Ligase']
C0025684	['methoxsalen']
C0025691	[]
C0025692	[]
C0025718	[]
C0025755	['Methylenetetrahydrofolate Dehydrogenase (NAD+)']
C0025756	['Methylenetetrahydrofolate Dehydrogenase (NADP+)']
C0025789	['Methylmalonyl-CoA Mutase']
C0025815	['methylprednisolone']
C0025826	['methyltestosterone']
C0025831	['Methyltransferase']
C0025852	[]
C0025876	['metyrapone']
C0025879	[]
C0025965	[]
C0025978	[]
C0026027	['Microsomal Epoxide Hydrolase']
C0026042	[]
C0026045	['Microtubule-Associated Proteins']
C0026050	[]
C0026070	[]
C0026138	['Milk Proteins']
C0026153	[]
C0026160	['Mineralocorticoids']
C0026163	[]
C0026189	['Minor Histocompatibility Antigens']
C0026191	[]
C0026227	[]
C0026242	[]
C0026384	[]
C0026396	[]
C0026402	['molybdenum']
C0026404	[]
C0026452	['Monoacylglycerol Lipases']
C0026454	['Monoamine Oxidase']
C0026455	['Monoamine Oxidase A']
C0026456	['Monoamine Oxidase B']
C0026475	[]
C0026476	[]
C0026484	[]
C0026489	[]
C0026491	[]
C0026594	['motilin']
C0026661	['mRNA Precursor']
C0026667	['Melanocyte stimulating hormone']
C0026669	[]
C0026682	['mucins']
C0026714	[]
C0026741	['Multienzyme Complexes']
C0026782	['Mumps Vaccine']
C0026794	['muramidase']
C0026832	[]
C0026930	['Mycolic Acid']
C0026972	[]
C0027015	['Myeloma Proteins']
C0027021	['peroxidase']
C0027047	[]
C0027078	['Myoglobin']
C0027096	['Myosin ATPase']
C0027097	[]
C0027098	[]
C0027100	['Myosin Heavy Chains']
C0027101	['Myosin IA']
C0027102	['Myosin IB']
C0027103	['Myosin Type II']
C0027108	[]
C0027118	[]
C0027119	[]
C0027120	['Myosin Light Chain Kinase']
C0027138	['myristic acid']
C0027140	[]
C0027164	[]
C0027170	['n, n-Diethyltryptamine']
C0027183	['N,N-Dimethyltryptamine']
C0027201	['N-Acetyllactosamine Synthase']
