C0000052	[0, 4, 6, 7, 10, 12, 13, 14, 15, 16, 17, 18, 19, 11]
C0000084	[0, 1, 2, 3, 4, 5]
C0000119	[0, 1]
C0000132	[0, 1, 2]
C0000137	[0, 1]
C0000152	[0, 1, 2]
C0000163	[2, 12, 13]
C0000165	[0, 1, 2, 3, 4, 5, 6]
C0000167	[1, 3, 10, 14]
C0000184	[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20]
C0000189	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
C0000246	[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]
C0000257	[0, 1, 2, 3, 6, 8, 9, 10, 11, 12, 16, 20, 21, 5]
C0000289	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
C0000291	[0, 2, 3, 5, 6, 7, 8, 9]
C0000324	[0, 1, 2, 3, 4]
C0000334	[1, 2, 3, 6, 10, 11, 14, 20, 21, 15]
C0000340	[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 19, 20, 22, 23, 24, 25]
C0000343	[0, 1, 2, 3, 6, 7, 8, 9, 10, 13, 14, 16, 12]
C0000353	[0]
C0000359	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]
C0000360	[0, 1, 2, 3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]
C0000376	[0, 1, 2, 4, 10, 12, 3, 11]
C0000378	[1, 2, 3, 4, 18, 19, 32, 34, 35, 5, 24, 28]
C0000392	[1, 2, 8, 14, 15, 16, 9, 17, 18]
C0000404	[0, 1, 2, 3, 4, 5, 6, 7]
C0000407	[0, 1, 3, 4, 2]
C0000412	[0]
C0000413	[0, 1, 2, 3, 4, 5, 6, 7]
C0000427	[0, 1, 2, 3, 4, 5, 6, 7]
C0000435	[0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17]
C0000464	[4, 5]
C0000473	[1, 3, 4, 12, 24, 25, 26, 33, 38, 43, 7, 18, 21, 23, 27, 35, 36, 48]
C0000500	[0, 5, 7, 8, 9, 10, 11, 12, 14, 15]
C0000507	[2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 4]
C0000530	[1, 3, 4, 10, 15, 19, 20, 23, 26, 27, 28, 29, 31, 32, 37, 38, 39, 41, 42, 43, 44, 47, 48, 55, 56, 57, 22, 24, 40]
C0000545	[5, 6, 8, 11, 29, 31, 41, 49, 65, 66, 68, 10, 35, 36, 38, 50, 56, 61, 64]
C0000551	[0, 1, 2, 3, 4]
C0000562	[0, 1, 2]
C0000578	[2, 5, 10, 14, 24, 25, 31, 37, 50, 51, 52, 28, 29, 33, 34]
C0000588	[2, 6, 10, 11, 12, 4, 7]
C0000601	[0, 1, 2, 3]
C0000610	[0, 2, 3]
C0000644	[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]
C0000656	[0, 1]
C0000657	[0, 1, 2, 3, 5, 4]
C0000678	[0, 1, 2, 3]
C0000697	[0, 1]
C0000702	[1, 4, 7, 8, 2]
C0000779	[0, 1, 2, 3]
C0000829	[1, 7, 3, 6]
C0000830	[0]
C0000831	[0]
C0000843	[0, 2, 6, 8, 4]
C0000977	[1, 2, 4, 6, 7]
C0000995	[0, 1]
C0000996	[0, 1, 2, 3, 4]
C0000997	[1, 2, 4, 5, 6, 8]
C0000999	[0, 1, 2, 4, 5, 8, 9, 10, 11, 12, 13, 14, 7]
C0001003	[0, 2]
C0001013	[0, 1]
C0001019	[3, 5, 7, 8, 9, 11, 12, 13, 17, 18, 19, 24, 22, 23]
